Player,Season,Tm,SeasonPlayerBorn,MP,EstAdjTOV,TOV.,TOV100,ATRatio,PPR
Rowland Garrett,1976,CHI,1976 Rowland Garrett 1951,324,20.3261943,11.9085169,3.002281201,0.344383208,-4.833187542
Rowland Garrett,1976,CLE,1976 Rowland Garrett 1951,216,18.31198173,11.84842894,4.005245347,0.546090541,-5.391349564
John Gianelli,1976,NYK,1976 John Gianelli 1951,2332,132.7166728,14.91003111,2.624142695,0.866507557,-2.403516559
Dick Gibbs,1976,BUF,1976 Dick Gibbs 1949,866,69.60559944,16.91403877,3.565662738,0.703966353,-4.265465678
Herm Gilliam,1976,SEA,1976 Herm Gilliam 1947,1644,116.8214701,13.84367864,3.166987783,1.729134207,1.085474244
Gail Goodrich,1976,LAL,1976 Gail Goodrich 1944,2646,270.2349828,15.49979125,4.539094361,1.557903405,0.394243532
Leonard Gray,1976,SEA,1976 Leonard Gray 1952,2139,165.5782058,15.461042,3.44999068,1.226006762,-1.413972534
Kevin Grevey,1976,WSB,1976 Kevin Grevey 1954,504,31.8150582,11.76875038,2.90508681,0.848654742,-2.741082976
Bob Gross,1976,POR,1976 Bob Gross 1954,1474,130.2407595,21.97337573,3.937993281,1.251528328,-1.463642663
Matt Guokas,1976,TOT,1976 Matt Guokas 1945,793,34.22653128,15.62095437,1.995742778,2.045197026,1.568743428
Matt Guokas,1976,CHI,1976 Matt Guokas 1945,278,12.66923316,13.8447594,2.180950643,2.210078514,2.157350182
Matt Guokas,1976,KCK,1976 Matt Guokas 1945,515,21.55729812,16.894792,1.90087408,1.948296107,1.251010074
Lindsay Hairston,1976,DET,1976 Lindsay Hairston 1952,651,55.20622603,16.60406408,3.869301469,0.380391878,-6.329681418
Glenn Hansen,1976,KCK,1976 Glenn Hansen 1953,1145,81.57940917,14.75056889,3.235499366,0.821285673,-3.223820306
Clem Haskins,1976,WSB,1976 Clem Haskins 1944,737,57.40023224,16.16906893,3.584289588,1.271771858,-1.185015681
John Havlicek,1976,BOS,1976 John Havlicek 1941,2598,190.8818101,13.08842384,3.299050247,1.456398595,-0.213567236
Steve Hawes,1976,TOT,1976 Steve Hawes 1951,1411,104.0421646,18.5841959,3.28961727,1.105321102,-1.940148685
Steve Hawes,1976,HOU,1976 Steve Hawes 1951,51,4.095681675,23.95740487,3.681718456,2.441596002,5.041147043
Steve Hawes,1976,POR,1976 Steve Hawes 1951,1360,99.94648294,18.41494806,3.275323052,1.05056223,-2.201947275
Connie Hawkins,1976,ATL,1976 Connie Hawkins 1943,1907,138.0872024,18.35955433,3.354935846,1.53526175,0.170221865
Robert Hawkins,1976,GSW,1976 Robert Hawkins 1955,153,21.53165157,15.47129126,6.237329587,0.743092092,-7.101297321
Nate Hawthorne,1976,PHO,1976 Nate Hawthorne 1950,1144,96.45128007,16.23072315,3.832298159,0.476924723,-5.75040327
Elvin Hayes,1976,WSB,1976 Elvin Hayes 1946,2975,269.0492223,14.53432959,4.161996397,0.449731833,-6.332186743
Spencer Haywood,1976,NYK,1976 Spencer Haywood 1950,2892,241.1628878,13.41073139,3.845056227,0.381484899,-6.218172699
Gar Heard,1976,TOT,1976 Gar Heard 1949,2747,203.594079,16.77446793,3.323381328,0.933229497,-2.800415446
Gar Heard,1976,BUF,1976 Gar Heard 1949,1527,115.199345,17.28164689,3.346762924,1.093756219,-2.043179107
Gar Heard,1976,PHO,1976 Gar Heard 1949,1220,88.39473401,16.15652596,3.293395455,0.724025031,-3.748202241
Tom Henderson,1976,ATL,1976 Tom Henderson 1952,2900,235.8929803,15.6625775,3.768760169,1.585464729,0.463460451
Wilbur Holland,1976,ATL,1976 Wilbur Holland 1952,351,35.93277659,13.61643053,4.743131254,0.723573363,-5.298986684
Lionel Hollins,1976,POR,1976 Lionel Hollins 1954,1891,210.1180075,19.8825136,4.952189775,1.456324489,-0.323532921
Lou Hudson,1976,ATL,1976 Lou Hudson 1945,2558,197.3990309,12.89819633,3.575410886,1.084098534,-2.139654584
John Hummer,1976,SEA,1976 John Hummer 1949,364,26.67736492,23.87933598,3.2663828,0.93712404,-2.750191829
Phil Jackson,1976,NYK,1976 Phil Jackson 1946,1461,104.0138167,18.67347157,3.282700979,1.009481272,-2.328118871
Aaron James,1976,NOJ,1976 Aaron James 1953,1346,108.3788877,13.68180371,3.622233541,0.544386469,-5.129684577
Charles Johnson,1976,GSW,1976 Charles Johnson 1950,1549,99.79502135,11.5162937,2.855421587,1.222505876,-1.191845579
George Johnson,1976,GSW,1976 George Johnson 1949,1745,122.4330579,24.04452614,3.109682475,0.669753753,-3.883460817
John Johnson,1976,TOT,1976 John Johnson 1948,1697,190.0494042,19.8952654,5.115963323,1.141808367,-2.674292138
John Johnson,1976,POR,1976 John Johnson 1948,212,24.00255114,19.3752477,5.045998032,0.833244761,-5.032649909
John Johnson,1976,HOU,1976 John Johnson 1948,1485,166.0468531,19.9727536,5.126237831,1.186412126,-2.337610759
Mickey Johnson,1976,CHI,1976 Mickey Johnson 1953,2390,218.5064084,15.4979371,4.375287361,0.594948226,-5.516307184
Ollie Johnson,1976,KCK,1976 Ollie Johnson 1950,2150,130.5715281,14.9372862,2.757885789,1.118161073,-1.545962547
Dwight Jones,1976,ATL,1976 Dwight Jones 1953,1762,142.2517652,18.22311314,3.74053086,0.583472549,-4.932941649
Jimmy Jones,1976,WSB,1976 Jimmy Jones 1945,1133,83.48480093,19.28746764,3.391051887,1.437387389,-0.307572897
Steve Jones,1976,POR,1976 Steve Jones 1943,819,68.67545635,14.01438518,3.737172861,0.917358302,-3.257076478
Wali Jones,1976,TOT,1976 Wali Jones 1943,176,16.14208066,22.77957479,4.104723234,2.044346122,3.328363259
Wali Jones,1976,DET,1976 Wali Jones 1943,19,1.318668306,10.70463359,3.166703956,1.516681634,0.077184356
Wali Jones,1976,PHI,1976 Wali Jones 1943,157,14.82341236,25.32037639,4.215812728,2.091286355,3.721818031
Rich Kelley,1976,NOJ,1976 Rich Kelley 1954,1346,164.2748526,25.93234,5.490385568,0.943540643,-4.527601729
Len Kosmalski,1976,KCK,1976 Len Kosmalski 1952,93,6.744591307,22.61419524,3.293357979,1.779203432,1.349901821
Tom Kozelko,1976,WSB,1976 Tom Kozelko 1952,584,28.57088645,20.29601942,2.251478463,1.155021916,-1.125151789
Tom Kropp,1976,WSB,1976 Tom Kropp 1954,72,9.947040037,23.356965,6.357967426,0.804259355,-6.407925978
Steve Kuberski,1976,TOT,1976 Steve Kuberski 1948,967,61.26628131,15.83000542,2.841807047,0.767143019,-3.095444465
Steve Kuberski,1976,BUF,1976 Steve Kuberski 1948,85,3.810522566,17.21840302,1.988747235,0.787293592,-2.130026548
Steve Kuberski,1976,BOS,1976 Steve Kuberski 1948,882,57.45575875,15.74580065,2.925017786,0.765806613,-3.188483607
Kevin Kunnert,1976,HOU,1976 Kevin Kunnert 1952,2335,223.4844096,17.93435775,4.387881623,0.693560684,-5.145656369
C.J. Kupec,1976,LAL,1976 C.J. Kupec 1953,55,6.490264173,12.64412774,5.244657917,0.770384666,-5.739874253
Sam Lacey,1976,KCK,1976 Sam Lacey 1949,3083,298.2097919,20.66524618,4.392528875,1.267564011,-1.498857993
John Lambert,1976,CLE,1976 John Lambert 1953,333,19.39422418,13.31342198,2.751539219,0.824987885,-2.620888143
Bob Lanier,1976,DET,1976 Bob Lanier 1949,2363,219.5447091,15.68910845,4.239208245,0.988409153,-3.168770309
Stu Lantz,1976,LAL,1976 Stu Lantz 1947,853,58.73773545,19.45616961,3.060452544,1.293887131,-0.946197981
John Laskowski,1976,CHI,1976 John Laskowski 1954,1570,74.3503013,9.098730206,2.266331237,0.739741454,-2.400231505
Clyde Lee,1976,PHI,1976 Clyde Lee 1945,1421,76.98242677,19.20803449,2.418968944,0.766408679,-2.649478778
Greg Lee,1976,POR,1976 Greg Lee 1952,35,4.074691034,45.50342406,5.188623681,2.699591186,9.310406569
Bob Love,1976,CHI,1976 Bob Love 1943,2823,188.8311152,10.61617671,3.201127587,0.767881924,-3.264769696
Phil Lumpkin,1976,PHO,1976 Phil Lumpkin 1952,370,22.58794344,22.41135464,2.774931627,2.125027456,2.543799069
Pete Maravich,1976,NOJ,1976 Pete Maravich 1948,2373,263.1946953,14.67152792,4.989490632,1.2614236,-1.764069194
Jack Marin,1976,TOT,1976 Jack Marin 1945,1909,120.1958593,11.84293832,2.979002434,1.173085337,-1.3722294
Jack Marin,1976,BUF,1976 Jack Marin 1945,278,21.86295371,16.76826079,3.488815603,1.052007899,-2.348784308
Jack Marin,1976,CHI,1976 Jack Marin 1945,1631,98.33290554,11.11693018,2.885261729,1.200005221,-1.205777981
LaRue Martin,1976,POR,1976 LaRue Martin 1951,889,79.93402375,19.22350358,4.007333143,0.900742845,-3.592128656
Clyde Mayes,1976,MIL,1976 Clyde Mayes 1954,948,71.19565147,19.67406516,3.469531388,0.519694662,-4.90812076
Ken Mayfield,1976,NYK,1976 Ken Mayfield 1949,64,8.662490531,15.4735712,6.240987414,0.461760967,-9.368474787
Bob McAdoo,1976,BUF,1976 Bob McAdoo 1952,3328,423.5991686,15.89753283,5.646583542,0.743627522,-6.418244248
Jim McDaniels,1976,LAL,1976 Jim McDaniels 1949,242,20.15494595,15.9814095,3.70155114,0.744234196,-4.196258659
Glenn McDonald,1976,BOS,1976 Glenn McDonald 1953,1019,68.58508549,12.48760978,3.02217099,0.991469202,-2.281820624
Jim McElroy,1976,NOJ,1976 Jim McElroy 1954,1134,73.29846043,17.54817587,2.907760389,1.459785095,-0.173291631
George McGinnis,1976,PHI,1976 George McGinnis 1951,2946,434.756494,19.15871242,6.589403594,0.825749598,-6.63350851
Jon McGlocklin,1976,MIL,1976 Jon McGlocklin 1944,336,19.19670818,11.18710748,2.639448395,1.979506051,1.826376535
Tom McMillen,1976,BUF,1976 Tom McMillen 1953,708,47.35745532,16.15647737,2.967352068,1.457003961,-0.191730978
Jim McMillian,1976,BUF,1976 Jim McMillian 1949,2610,164.7843548,13.97490936,2.800847384,1.244050142,-1.077306057
Larry McNeill,1976,KCK,1976 Larry McNeill 1951,1613,131.6194329,15.2736927,3.705543346,0.547031684,-5.184093793
Cliff Meely,1976,TOT,1976 Cliff Meely 1948,313,36.10111674,19.07879911,5.214757848,0.526299509,-7.48704475
Cliff Meely,1976,HOU,1976 Cliff Meely 1948,174,18.34389912,17.24311599,4.833224418,0.545140372,-6.711053136
Cliff Meely,1976,LAL,1976 Cliff Meely 1948,139,17.75721761,21.43627964,5.677767422,0.506836161,-8.458429936
Dean Meminger,1976,ATL,1976 Dean Meminger 1949,1418,105.8893801,19.19087646,3.459853077,2.096527526,2.969719318
John Mengelt,1976,DET,1976 John Mengelt 1950,1105,105.939287,14.1211095,4.37441785,1.01945183,-3.071428685
Joe Meriweather,1976,HOU,1976 Joe Meriweather 1954,2042,181.035465,18.65968988,4.064456499,0.452949923,-6.188481799
Dave Meyers,1976,MIL,1976 Dave Meyers 1954,1589,116.325301,17.08843506,3.382018489,0.85965821,-3.125150051
Steve Mix,1976,PHI,1976 Steve Mix 1948,3039,187.0094858,15.77540739,2.747677195,1.155021624,-1.415251261
Eric Money,1976,DET,1976 Eric Money 1956,2267,249.8722598,19.58135661,5.029120273,1.352691172,-1.082440516
Earl Monroe,1976,NYK,1976 Earl Monroe 1945,2889,196.4909129,11.51000849,3.136067751,1.547145338,0.213767869
Otto Moore,1976,NOJ,1976 Otto Moore 1947,2407,180.6251722,18.97193359,3.375817823,1.195846611,-1.52161081
Jeff Mullins,1976,GSW,1976 Jeff Mullins 1943,311,24.42549789,15.53928207,3.480934224,1.596692119,0.506270774
Calvin Murphy,1976,HOU,1976 Calvin Murphy 1949,2995,246.6469309,13.73276648,3.775491048,2.416409553,5.031265523
Lloyd Neal,1976,POR,1976 Lloyd Neal 1951,2320,187.9098521,15.53192391,3.609832909,0.627960688,-4.708757992
Don Nelson,1976,BOS,1976 Don Nelson 1941,943,79.6961635,15.05018335,3.794803171,0.966169469,-3.007723241
Louie Nelson,1976,NOJ,1976 Louie Nelson 1952,2030,140.612553,14.10621812,3.11605327,1.201884159,-1.376644646
Mike Newlin,1976,HOU,1976 Mike Newlin 1949,3065,282.4592414,17.6398196,4.22493338,1.617932547,0.724548947
Connie Norman,1976,PHI,1976 Connie Norman 1954,818,63.389511,12.7814444,3.460165495,1.041181719,-2.370355868
Willie Norwood,1976,SEA,1976 Willie Norwood 1948,1004,89.05672174,18.57760665,3.95328865,0.662499122,-4.952528726
Frank Oleynick,1976,SEA,1976 Frank Oleynick 1956,650,47.044336,11.8522176,3.225666921,1.126596834,-1.801692717
Steve Patterson,1976,TOT,1976 Steve Patterson 1949,918,48.63251751,16.63261356,2.53041211,1.644989898,0.512071441
Steve Patterson,1976,CLE,1976 Steve Patterson 1949,136,6.609663317,13.48644914,2.296084987,1.36164273,-0.448281851
Steve Patterson,1976,CHI,1976 Steve Patterson 1949,782,42.02285419,17.26615227,2.571692851,1.689556822,0.679089404
Curtis Perry,1976,PHO,1976 Curtis Perry 1949,2353,198.9832079,18.42192835,3.843897691,0.914650045,-3.300037167
Geoff Petrie,1976,POR,1976 Geoff Petrie 1949,2557,210.5662426,13.72190561,3.670147797,1.567202776,0.368938497
Cliff Pondexter,1976,CHI,1976 Cliff Pondexter 1955,1326,86.5588867,15.83474736,3.12398142,1.039754593,-2.002932632
Howard Porter,1976,DET,1976 Howard Porter 1949,1482,75.41244165,10.01370316,2.321775886,0.331510285,-3.963952428
Kevin Porter,1976,DET,1976 Kevin Porter 1951,687,79.29982462,23.39643172,5.266729183,2.433801095,7.185857648
Jim Price,1976,MIL,1976 Jim Price 1950,2525,252.9254954,19.69877666,4.627611766,1.561724726,0.412191603
Ed Ratleff,1976,HOU,1976 Ed Ratleff 1951,2401,164.1869233,18.20603478,3.135024653,1.583560948,0.380941691
Clifford Ray,1976,GSW,1976 Clifford Ray 1949,2184,152.091796,23.13915934,3.086497539,0.979671514,-2.415680525
Kevin Restani,1976,MIL,1976 Kevin Restani 1952,1650,90.5607709,15.04229867,2.5356065,1.060061648,-1.609743691
Pat Riley,1976,TOT,1976 Pat Riley 1946,813,63.21251146,15.87884968,3.531918506,0.901720224,-3.101169922
Pat Riley,1976,LAL,1976 Pat Riley 1946,23,2.424549309,14.47963313,4.685119437,0,-10.54151873
Pat Riley,1976,PHO,1976 Pat Riley 1946,790,60.78796216,15.94028766,3.497581252,0.937685653,-2.884552172
Ron Riley,1976,HOU,1976 Ron Riley 1951,1049,70.63011285,18.82113988,3.086803384,1.061870029,-1.966645648
Mike Riordan,1976,WSB,1976 Mike Riordan 1946,1943,120.2302017,14.58272251,2.847722746,1.014720081,-2.001897498
Rick Roberson,1976,KCK,1976 Rick Roberson 1948,709,64.20544576,22.17609772,4.112367142,0.82547515,-4.072230244
Truck Robinson,1976,WSB,1976 Truck Robinson 1952,2055,197.1464766,17.69230286,4.415034712,0.573177883,-5.927646873
Bill Robinzine,1976,KCK,1976 Bill Robinzine 1953,1327,122.3161737,17.26565896,4.185807138,0.490532022,-6.203178124
John Roche,1976,LAL,1976 John Roche 1950,52,3.18751438,16.82286297,2.724371265,1.882344449,1.562472347
Curtis Rowe,1976,DET,1976 Curtis Rowe 1950,2998,232.8700791,15.72012466,3.544112994,0.785845913,-3.698134726
Campy Russell,1976,CLE,1976 Campy Russell 1952,1961,162.8443685,12.36287795,3.923220159,0.657069084,-4.666549472
Cazzie Russell,1976,LAL,1976 Cazzie Russell 1945,1625,115.0063952,11.70993833,3.145474056,1.060810573,-2.07218842
Fred Saunders,1976,PHO,1976 Fred Saunders 1952,146,13.30926829,16.20132299,4.143607811,0.976762938,-3.179864125
Dale Schlueter,1976,BUF,1976 Dale Schlueter 1946,773,62.70301293,28.45700079,3.598511477,1.275855757,-1.212118964
Charlie Scott,1976,BOS,1976 Charlie Scott 1949,2913,287.2880142,16.47588398,4.428335891,1.186962154,-2.058176479
Bruce Seals,1976,SEA,1976 Bruce Seals 1954,2435,174.7173243,14.7915442,3.197882766,0.681100174,-3.91720702
Ed Searcy,1976,BOS,1976 Ed Searcy 1953,12,1.63541464,19.20534359,6.119418672,0.611465726,-8.072899777
Gene Short,1976,TOT,1976 Gene Short 1954,222,18.77500132,15.15885602,3.877229938,0.532623132,-5.454204799
Gene Short,1976,SEA,1976 Gene Short 1954,37,2.184936498,15.53463464,2.631859065,0.915358411,-2.301630173
Gene Short,1976,NYK,1976 Gene Short 1954,185,16.59006482,15.11071594,4.134917629,0.48221632,-6.084719724
John Shumate,1976,TOT,1976 John Shumate 1953,1976,181.7052093,19.81204366,4.126045743,0.698934282,-4.91085742
John Shumate,1976,PHO,1976 John Shumate 1953,930,101.4798398,19.51535982,4.959913968,0.610958789,-6.467366285
John Shumate,1976,BUF,1976 John Shumate 1953,1046,80.22536949,20.20050482,3.402467755,0.810217521,-3.526963304
Paul Silas,1976,BOS,1976 Paul Silas 1944,2662,198.8848098,18.32356076,3.354726314,1.020691325,-2.387358243
Tal Skinner,1976,SEA,1976 Tal Skinner 1953,1224,60.93485386,15.98774115,2.218757764,1.099534926,-1.329100261
Jerry Sloan,1976,CHI,1976 Jerry Sloan 1943,617,39.41285691,13.89083286,3.056983234,0.558193486,-4.010727754
Bingo Smith,1976,CLE,1976 Bingo Smith 1947,2338,113.2425802,8.750800139,2.288299042,1.368743097,-0.423834341
Elmore Smith,1976,MIL,1976 Elmore Smith 1950,2809,213.2256413,16.03603452,3.506819233,0.454917145,-5.288678341
Greg Smith,1976,POR,1976 Greg Smith 1947,3,0.383811007,27.73579667,5.701927685,0,-12.79370024
Phil Smith,1976,GSW,1976 Phil Smith 1953,2793,262.6152107,14.38187421,4.167366746,1.378442624,-0.761971977
Randy Smith,1976,BUF,1976 Randy Smith 1949,3167,294.9248473,15.33443409,4.131210044,1.641096044,0.875965248
Dick Snyder,1976,CLE,1976 Dick Snyder 1945,2274,137.7862993,12.50889799,2.862616071,1.596675439,0.390517472
Ricky Sobers,1976,PHO,1976 Ricky Sobers 1953,1898,177.3088581,20.03968025,4.246308509,1.212573372,-1.790069797
Mike Sojourner,1976,ATL,1976 Mike Sojourner 1954,1602,99.37880245,14.70668875,2.874171835,0.583625467,-3.789771273
Kevin Stacom,1976,BOS,1976 Kevin Stacom 1952,1114,79.33272639,15.666864,3.19764849,1.613457722,0.538654124
Bud Stallworth,1976,NOJ,1976 Bud Stallworth 1950,1051,83.6520251,13.46593783,3.580556746,0.633577011,-4.597401691
Larry Steele,1976,POR,1976 Larry Steele 1950,2382,174.8216447,19.10323344,3.270988209,1.853317423,1.728730282
Terry Thomas,1976,DET,1976 Terry Thomas 1954,136,13.59935655,14.88556516,4.562521767,0.220598672,-8.528938638
Nate Thurmond,1976,TOT,1976 Nate Thurmond 1942,1393,80.8886286,17.13710803,2.749934254,1.162091652,-1.308109256
Nate Thurmond,1976,CHI,1976 Nate Thurmond 1942,260,12.62971729,19.26738636,2.324666116,2.058636738,1.809083095
Nate Thurmond,1976,CLE,1976 Nate Thurmond 1942,1133,68.25891131,16.79355758,2.846275777,0.996206923,-2.023440245
Rudy Tomjanovich,1976,HOU,1976 Rudy Tomjanovich 1949,2912,180.113818,11.93728665,2.835634277,1.043784436,-1.881197962
George Trapp,1976,DET,1976 George Trapp 1949,1091,100.6471381,13.57588339,4.209225351,0.496785114,-6.169917948
Wes Unseld,1976,WSB,1976 Wes Unseld 1947,2922,201.0384883,23.54525956,3.166328189,2.009565449,2.33726369
Dick Van Arsdale,1976,PHO,1976 Dick Van Arsdale 1944,1870,118.7817166,14.99425121,2.887256116,1.178632571,-1.36087611
Tom Van Arsdale,1976,ATL,1976 Tom Van Arsdale 1944,2026,129.6014054,13.1223139,2.963819506,1.126530994,-1.592698522
Norm Van Lier,1976,CHI,1976 Norm Van Lier 1948,3026,252.3314526,18.28897701,3.990641995,1.981520713,2.676863209
Neal Walk,1976,NYK,1976 Neal Walk 1949,1340,121.2058904,15.70500743,4.170704647,0.981800468,-3.124817693
Foots Walker,1976,CLE,1976 Foots Walker 1952,1280,95.41363429,18.6378913,3.521664652,3.018436538,7.545809821
Jimmy Walker,1976,KCK,1976 Jimmy Walker 1945,2490,149.1428454,12.25875759,2.720002651,1.180076722,-1.277490443
Bill Walton,1976,POR,1976 Bill Walton 1953,1687,228.1193207,21.511775,6.026602135,0.964407571,-4.828254536
Cornell Warner,1976,LAL,1976 Cornell Warner 1949,2512,121.9304366,17.36281393,2.157297181,0.869348154,-2.040755174
Jim Washington,1976,BUF,1976 Jim Washington 1944,7,0.208128421,17.22734251,1.319007686,4.804725826,6.550546365
Kermit Washington,1976,LAL,1976 Kermit Washington 1952,492,26.38262666,18.14203695,2.383254441,0.758074632,-2.652295392
Slick Watts,1976,SEA,1976 Slick Watts 1952,2776,309.2959194,20.9598942,4.965697533,2.137111932,4.732375622
Nick Weatherspoon,1976,WSB,1976 Nick Weatherspoon 1951,1083,108.0521428,17.25157235,4.591576834,0.509013506,-6.591456704
Scott Wedman,1976,KCK,1976 Scott Wedman 1953,2968,163.6545828,11.26744924,2.503978092,1.215975725,-1.044067255
Bob Weiss,1976,BUF,1976 Bob Weiss 1943,995,60.04400064,22.72981954,2.677074867,2.498167983,4.015678327
Walt Wesley,1976,LAL,1976 Walt Wesley 1945,7,1.851317043,32.99255823,11.75439392,0.540155995,-16.9235768
Paul Westphal,1976,PHO,1976 Paul Westphal 1951,2960,280.8314508,15.57206129,4.312522278,1.566776082,0.422360897
John Wetzel,1976,PHO,1976 John Wetzel 1945,249,16.23430081,22.30160965,2.963545238,1.17036146,-1.432784798
Jo Jo White,1976,BOS,1976 Jo Jo White 1947,3257,283.8177432,15.03958809,3.912778973,1.567907612,0.394501795
Rudy White,1976,HOU,1976 Rudy White 1954,284,23.19516483,17.03082841,3.744326216,1.293373004,-1.125058037
Sidney Wicks,1976,POR,1976 Sidney Wicks 1950,3044,339.1375772,19.21004875,4.965429261,0.719472027,-5.797336088
Jamaal Wilkes,1976,GSW,1976 Jamaal Wilkes 1954,2716,191.4936843,11.57163839,3.124909685,0.872091425,-2.951412038
Earl Williams,1976,DET,1976 Earl Williams 1952,562,34.70837538,16.84313535,2.817886314,0.518606815,-4.040636189
Gus Williams,1976,GSW,1976 Gus Williams 1954,1728,131.8642929,12.12674247,3.382176384,1.820052986,1.628223793
Nate Williams,1976,NOJ,1976 Nate Williams 1951,1935,150.9295388,12.5347438,3.508892745,0.708940085,-4.113498989
Ron Williams,1976,LAL,1976 Ron Williams 1945,158,11.06810699,18.51222182,3.113391557,1.897343424,1.85562849
Bill Willoughby,1976,ATL,1976 Bill Willoughby 1958,870,55.40798476,14.45144258,2.950764733,0.559486149,-3.993254954
Bobby Wilson,1976,CHI,1976 Bobby Wilson 1951,856,59.85609575,10.42106317,3.346377452,0.868750281,-2.942690314
Lee Winfield,1976,KCK,1976 Lee Winfield 1948,214,11.6028389,13.85201248,2.46216265,1.637530277,0.49711578
Harthorne Wingo,1976,NYK,1976 Harthorne Wingo 1948,533,31.62555352,14.30855076,2.735907653,0.569159999,-3.682092593
Brian Winters,1976,MIL,1976 Brian Winters 1953,2795,247.482676,14.7665983,4.090615701,1.478891395,-0.124603794
Luke Witte,1976,CLE,1976 Luke Witte 1951,99,7.233666238,15.78242989,3.452000114,0.552969942,-4.61313088
Dave Wohl,1976,HOU,1976 Dave Wohl 1950,700,57.56689196,23.77550527,3.770242617,1.945562739,2.442824958
Zaid Abdul-Aziz,1977,BUF,1977 Zaid Abdul-Aziz 1947,195,16.96589417,15.439556,3.892097021,0.412592459,-6.307296156
Kareem Abdul-Jabbar,1977,LAL,1977 Kareem Abdul-Jabbar 1948,3016,308.5013112,14.8507763,4.689431893,1.034031261,-3.177541265
Tom Abernethy,1977,LAL,1977 Tom Abernethy 1955,1378,60.0930846,12.83894639,1.99926257,1.630803289,0.380279298
Alvan Adams,1977,PHO,1977 Alvan Adams 1955,2278,286.3868059,18.65290661,5.660871788,1.124353474,-3.148381881
Don Adams,1977,BUF,1977 Don Adams 1948,1710,128.1978179,17.55370262,3.35371411,1.170066717,-1.6489952
Lucius Allen,1977,LAL,1977 Lucius Allen 1948,2482,232.9542573,16.8950152,4.302921571,1.738538736,1.492576256
Jerome Anderson,1977,IND,1977 Jerome Anderson 1954,164,12.26065104,15.31420352,3.350591251,0.815617374,-3.410966079
Tiny Archibald,1977,NYN,1977 Tiny Archibald 1949,1277,152.3885165,18.52008207,5.523620402,1.666792261,1.32692379
Jim Ard,1977,BOS,1977 Jim Ard 1949,969,62.97826375,17.97231203,2.902015178,0.841560196,-2.852933996
Bird Averitt,1977,BUF,1977 Bird Averitt 1953,1136,139.0347915,16.70298672,5.475032152,0.963787542,-4.375128359
Dennis Awtrey,1977,PHO,1977 Dennis Awtrey 1949,1760,144.1768529,25.17859056,3.688645392,1.262338554,-1.297927247
Mike Bantom,1977,TOT,1977 Mike Bantom 1952,1909,167.5252848,15.82031209,4.012025115,0.608863313,-5.213477467
Mike Bantom,1977,SEA,1977 Mike Bantom 1952,795,64.52400863,16.86972715,3.647742697,0.805901572,-3.755640499
Mike Bantom,1977,NYN,1977 Mike Bantom 1952,1114,103.0012762,15.22693541,4.279764736,0.485430879,-6.253854837
Tom Barker,1977,ATL,1977 Tom Barker 1956,1354,113.0073436,18.1927374,3.829989249,0.530938947,-5.391975157
Marvin Barnes,1977,DET,1977 Marvin Barnes 1953,989,94.60988778,15.37747339,4.220389926,0.475637389,-6.532850129
Jim Barnett,1977,PHI,1977 Jim Barnett 1945,231,16.55781617,18.71408777,3.176902289,1.389072071,-0.530079152
Norton Barnhill,1977,SEA,1977 Norton Barnhill 1954,10,2.242409707,27.20575398,10.07824587,0.445948837,-15.7574304
Mike Barr,1977,KCK,1977 Mike Barr 1951,1224,64.1376665,17.41841099,2.363912225,2.728505877,4.291584981
Rick Barry,1977,GSW,1977 Rick Barry 1945,2904,274.6772805,13.74652953,4.211614415,1.729302107,1.445915501
Tim Bassett,1977,NYN,1977 Tim Bassett 1952,2442,162.7982633,16.61752327,3.085791576,0.669540312,-3.690892575
Butch Beard,1977,NYK,1977 Butch Beard 1948,1082,87.11530486,20.35046261,3.575055131,1.652981646,0.821136335
Byron Beck,1977,DEN,1977 Byron Beck 1945,480,46.41575349,14.88754432,4.174078551,0.710965513,-5.08661531
Ron Behagen,1977,NOJ,1977 Ron Behagen 1951,1170,115.5760699,16.99607921,4.423117869,0.71814174,-5.148951845
Mel Bennett,1977,IND,1977 Mel Bennett 1955,911,89.36995542,19.19251884,4.396680739,0.783260993,-4.687517975
Henry Bibby,1977,PHI,1977 Henry Bibby 1950,2639,197.3717641,19.28491122,3.314808268,1.803702782,1.514269391
Bob Bigelow,1977,KCK,1977 Bob Bigelow 1954,162,10.79040201,12.22425837,3.004846006,0.741399625,-3.368560909
Dave Bing,1977,WSB,1977 Dave Bing 1944,1516,157.2847309,18.91067141,4.70254153,1.748421467,1.718245543
Tom Boerwinkle,1977,CHI,1977 Tom Boerwinkle 1946,1070,86.10854624,22.26013232,3.862813289,2.194904086,3.728173249
Ron Boone,1977,KCK,1977 Ron Boone 1947,3021,315.4152047,15.301203,4.71011498,1.071603382,-2.981856053
Tom Boswell,1977,BOS,1977 Tom Boswell 1954,1083,97.00801592,19.54199223,3.999557443,0.876216251,-3.724962996
Freddie Boyd,1977,NOJ,1977 Freddie Boyd 1951,1212,78.19078467,14.82821648,2.888679794,1.880016943,1.634423707
Bill Bradley,1977,NYK,1977 Bill Bradley 1944,1027,69.32958003,19.16189727,2.997530904,1.846253792,1.558301198
Jim Brewer,1977,CLE,1977 Jim Brewer 1952,2672,158.9206023,17.77157086,2.812671053,1.227027819,-1.082357869
